,trueX,trueY,trueZ,DNNX,DNNY,DNNZ,recoX,recoY,recoZ,nhits,recoVtxFOM,TrueTrackLengthInMRD,DR_reco,DR
44,32.471,-11.097,-24.448,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,37.000,-9999.000,0.000,17317.052,42.133
45,-22.702,31.384,-40.175,0.000,0.000,0.000,-25.305,37.436,-34.439,143.000,91.481,8.495,8.735,55.807
46,-31.229,-22.390,47.198,0.000,0.000,41.063,-9999.000,-9999.000,-9999.000,39.000,-9999.000,59.660,17315.175,38.913
47,-24.401,-4.361,-18.762,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,32.000,-9999.000,0.000,17291.344,31.088
48,-34.568,-35.550,-9.582,13.997,0.000,2.720,-9999.000,-9999.000,-9999.000,11.000,-9999.000,0.000,17272.774,61.430
49,38.232,-2.358,-1.796,0.000,21.721,0.000,-9999.000,-9999.000,-9999.000,111.000,-9999.000,0.000,17338.482,45.218
50,-20.158,14.275,6.824,0.000,2.782,0.000,-9999.000,-9999.000,-9999.000,315.000,-9999.000,0.000,17319.338,24.187
51,-21.308,-37.999,-13.140,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,31.000,-9999.000,0.000,17276.958,45.504
52,26.181,25.876,48.461,0.000,37.097,41.840,-9999.000,-9999.000,-9999.000,93.000,-9999.000,38.336,17376.820,29.244
53,40.296,-12.329,44.328,32.173,0.000,43.651,-9999.000,-9999.000,-9999.000,62.000,-9999.000,48.207,17360.573,14.780
54,-7.197,-6.182,-24.321,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,23.000,-9999.000,0.000,17297.016,26.106
55,-36.809,9.599,-32.536,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,58.000,-9999.000,0.000,17284.320,50.056
56,37.782,-22.404,44.069,35.276,0.000,31.293,-9999.000,-9999.000,-9999.000,73.000,-9999.000,18.058,17353.175,25.912
57,-38.994,34.418,12.808,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,62.000,-9999.000,0.000,17323.611,53.565
58,14.982,11.936,40.469,19.412,5.025,30.757,-9999.000,-9999.000,-9999.000,214.000,-9999.000,0.000,17357.696,12.717
59,-34.199,-1.364,-10.837,0.000,1.438,0.000,-9999.000,-9999.000,-9999.000,67.000,-9999.000,0.000,17292.003,35.984
60,-21.677,33.799,43.542,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,36.000,-9999.000,0.000,17350.985,59.230
61,-17.620,46.123,-14.167,0.000,23.550,0.000,-9999.000,-9999.000,-9999.000,134.000,-9999.000,0.000,17327.127,31.948
62,-3.901,-19.595,7.253,0.000,0.000,24.139,-9999.000,-9999.000,-9999.000,174.000,-9999.000,58.139,17309.409,26.160
63,-10.054,39.707,47.906,31.009,38.591,37.512,-9999.000,-9999.000,-9999.000,44.000,-9999.000,0.000,17363.611,42.373
64,-40.570,-4.039,-8.812,0.000,0.000,5.956,-9999.000,-9999.000,-9999.000,94.000,-9999.000,20.822,17287.956,43.363
65,49.806,-43.638,-46.390,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,130.000,-9999.000,0.000,17295.727,80.851
66,34.291,-46.795,42.915,1.711,3.066,0.000,-9999.000,-9999.000,-9999.000,42.000,-9999.000,0.000,17336.475,73.412
67,-16.349,5.287,-13.903,6.325,0.000,0.000,-9999.000,-9999.000,-9999.000,113.000,-9999.000,0.000,17304.371,27.117
68,25.911,1.852,-19.640,5.321,25.321,0.000,26.451,9.483,-29.169,197.000,89.242,97.965,12.220,36.885
69,25.676,-11.326,43.310,15.307,0.362,23.736,-9999.000,-9999.000,-9999.000,99.000,-9999.000,0.000,17352.111,25.045
70,6.871,27.206,-5.356,0.000,24.272,22.195,-9999.000,-9999.000,-9999.000,20.000,-9999.000,0.000,17335.374,28.546
71,-45.391,27.866,-46.169,0.000,0.000,0.000,-45.136,31.601,-36.485,203.000,90.577,8.566,10.382,70.487
72,11.890,48.254,46.971,19.358,0.000,30.291,-9999.000,-9999.000,-9999.000,83.000,-9999.000,0.000,17380.643,51.599
73,32.731,-29.859,-48.434,25.436,0.000,0.000,-9999.000,-9999.000,-9999.000,18.000,-9999.000,0.000,17292.575,57.364
74,24.794,34.883,2.476,12.098,18.557,8.030,-9999.000,-9999.000,-9999.000,78.000,-9999.000,54.978,17354.676,21.414
75,35.555,22.883,35.056,18.373,32.712,20.992,-9999.000,-9999.000,-9999.000,58.000,-9999.000,0.000,17372.758,24.283
76,-7.015,-28.303,-21.781,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,23.000,-9999.000,0.000,17285.817,36.396
77,40.124,-7.295,28.106,0.000,17.523,17.957,-9999.000,-9999.000,-9999.000,120.000,-9999.000,153.519,17353.992,48.259
78,-40.539,40.227,-46.953,0.000,0.000,10.127,-9999.000,-9999.000,-9999.000,14.000,-9999.000,0.000,17291.624,80.745
79,37.824,-25.048,-9.745,10.383,0.000,0.000,-9999.000,-9999.000,-9999.000,19.000,-9999.000,0.000,17320.588,38.411
80,25.126,-26.821,-26.215,3.440,0.000,0.000,-9999.000,-9999.000,-9999.000,128.000,-9999.000,72.858,17302.714,43.323
81,38.407,-9.799,42.783,14.728,17.170,20.666,-9999.000,-9999.000,-9999.000,34.000,-9999.000,0.000,17360.043,42.157
82,-29.167,17.951,35.518,0.000,3.078,26.459,-9999.000,-9999.000,-9999.000,180.000,-9999.000,42.404,17332.871,33.970
83,38.467,-15.788,22.960,0.000,1.196,0.000,-9999.000,-9999.000,-9999.000,64.000,-9999.000,0.000,17345.171,47.910
84,-17.414,31.551,34.813,0.000,37.766,34.041,-9999.000,-9999.000,-9999.000,223.000,-9999.000,8.301,17347.087,18.506
85,-2.650,36.489,-35.370,0.000,8.225,0.000,-9999.000,-9999.000,-9999.000,141.000,-9999.000,0.000,17317.967,45.353
86,-23.533,-47.947,16.898,0.000,0.000,22.432,-9999.000,-9999.000,-9999.000,185.000,-9999.000,55.253,17287.325,53.697
87,12.574,-32.174,3.676,9.137,0.000,0.000,-9999.000,-9999.000,-9999.000,25.000,-9999.000,0.000,17309.615,32.565
88,-10.533,-39.021,-10.830,0.251,0.000,5.720,-9999.000,-9999.000,-9999.000,113.000,-9999.000,0.000,17283.929,43.736
89,2.176,37.066,-7.740,0.000,28.591,0.000,-9999.000,-9999.000,-9999.000,218.000,-9999.000,145.543,17336.996,11.682
90,47.347,7.148,-42.792,4.517,0.000,0.000,-9999.000,-9999.000,-9999.000,33.000,-9999.000,0.000,17325.650,60.965
91,-31.416,-27.709,2.173,0.000,10.189,0.000,-9999.000,-9999.000,-9999.000,16.000,-9999.000,0.000,17285.914,49.274
92,7.321,37.239,-6.983,2.357,3.101,0.000,-9999.000,-9999.000,-9999.000,39.000,-9999.000,0.000,17340.500,35.197
93,-46.814,-48.430,-10.064,0.000,12.268,0.000,-9999.000,-9999.000,-9999.000,78.000,-9999.000,0.000,17258.004,77.311
94,0.333,12.248,31.224,0.000,1.018,30.041,-9999.000,-9999.000,-9999.000,81.000,-9999.000,0.000,17344.081,11.297
95,-9.778,6.094,15.400,10.075,45.007,28.364,-9999.000,-9999.000,-9999.000,184.000,-9999.000,45.242,17325.550,45.568
96,-36.658,-40.056,45.501,0.000,25.278,0.000,-9999.000,-9999.000,-9999.000,27.000,-9999.000,0.000,17300.891,87.651
97,11.949,-36.135,-37.943,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,13.000,-9999.000,0.000,17282.952,53.742
98,-16.844,31.583,11.425,0.000,8.279,3.935,-9999.000,-9999.000,-9999.000,95.000,-9999.000,0.000,17333.916,29.714
99,-15.125,-25.588,-44.685,0.000,8.094,0.000,-9999.000,-9999.000,-9999.000,12.000,-9999.000,0.000,17269.484,57.965
100,30.031,-16.863,26.426,14.858,10.670,19.099,-9999.000,-9999.000,-9999.000,13.000,-9999.000,0.000,17341.675,32.280
101,18.606,-1.904,39.346,0.000,14.719,0.000,-9999.000,-9999.000,-9999.000,28.000,-9999.000,0.000,17351.160,46.590
102,38.447,27.235,-7.337,0.000,16.555,5.584,-9999.000,-9999.000,-9999.000,27.000,-9999.000,0.000,17352.494,41.943
103,20.819,26.699,-25.096,9.078,27.266,0.000,28.070,31.373,-31.382,76.000,89.576,20.875,10.674,27.713
104,-2.440,-2.595,-9.257,0.000,17.372,0.000,-3.569,6.865,-16.834,170.000,91.772,52.795,12.173,22.143
105,31.027,27.620,31.515,16.302,30.755,30.098,-9999.000,-9999.000,-9999.000,33.000,-9999.000,0.000,17370.831,15.121
106,11.427,31.493,27.189,25.032,25.957,1.219,-9999.000,-9999.000,-9999.000,20.000,-9999.000,0.000,17359.260,29.836
107,-39.999,20.313,-15.902,0.000,5.241,0.000,-53.482,30.326,-11.271,85.000,93.635,68.352,17.421,45.607
108,0.235,-33.079,-3.862,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,93.000,-9999.000,0.000,17297.603,33.305
109,-13.403,-3.020,18.868,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,333.000,-9999.000,0.000,17320.203,23.340
110,49.314,-20.058,-40.182,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,153.000,-9999.000,0.000,17312.595,66.699
111,-25.714,23.343,35.827,0.000,18.640,30.680,-9999.000,-9999.000,-9999.000,94.000,-9999.000,122.722,17338.153,26.642
112,-20.477,32.773,46.569,0.000,8.843,0.000,-9999.000,-9999.000,-9999.000,27.000,-9999.000,0.000,17352.834,56.219
113,-48.596,-20.306,8.412,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,133.000,-9999.000,9.768,17283.899,53.335
114,-36.319,-14.122,19.056,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,19.000,-9999.000,0.000,17300.701,43.378
115,5.125,26.532,10.856,0.000,9.654,0.000,-9999.000,-9999.000,-9999.000,34.000,-9999.000,0.000,17343.328,20.712
116,27.855,25.988,-24.652,0.000,26.764,0.000,-9999.000,-9999.000,-9999.000,24.000,-9999.000,0.000,17335.681,37.205
117,-39.596,-36.665,-36.166,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,53.000,-9999.000,0.000,17253.866,64.963
118,-9.483,-30.924,28.559,0.000,0.000,24.972,-9999.000,-9999.000,-9999.000,50.000,-9999.000,0.000,17311.988,32.544
119,25.654,-0.864,22.047,18.467,17.500,30.037,-9999.000,-9999.000,-9999.000,138.000,-9999.000,69.826,17345.829,21.277
120,7.929,-21.367,-17.534,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,86.000,-9999.000,0.000,17300.909,28.755
121,-20.722,-29.206,12.782,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,23.000,-9999.000,0.000,17297.358,38.023
122,22.190,3.716,7.099,28.382,0.000,0.000,-9999.000,-9999.000,-9999.000,21.000,-9999.000,0.000,17337.837,10.126
123,-17.210,19.843,1.323,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,120.000,-9999.000,0.000,17321.080,26.300
124,40.527,14.859,-10.247,15.793,23.646,0.000,-9999.000,-9999.000,-9999.000,35.000,-9999.000,0.000,17344.874,28.178
125,18.388,22.245,-27.852,0.000,18.232,0.000,-9999.000,-9999.000,-9999.000,16.000,-9999.000,0.000,17326.200,33.615
126,-32.830,1.601,24.128,0.000,0.000,24.805,-9999.000,-9999.000,-9999.000,126.000,-9999.000,151.880,17314.724,32.876
127,-19.553,-20.219,-3.479,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,61.000,-9999.000,0.000,17293.810,28.341
128,-31.779,38.981,48.895,0.000,24.508,12.487,-9999.000,-9999.000,-9999.000,14.000,-9999.000,0.000,17351.275,50.447
129,-41.604,-17.110,-31.138,0.000,8.072,0.000,-9999.000,-9999.000,-9999.000,99.000,-9999.000,146.486,17266.909,57.746
130,30.827,-8.307,-14.720,35.614,0.000,0.000,-9999.000,-9999.000,-9999.000,147.000,-9999.000,152.264,17323.314,17.567
131,28.860,43.162,4.390,30.496,12.789,0.000,-9999.000,-9999.000,-9999.000,137.000,-9999.000,0.000,17362.915,30.732
132,44.015,-45.169,-29.317,38.700,0.000,0.000,46.624,-44.255,-27.630,159.000,91.888,19.459,3.239,54.111
133,36.174,9.387,3.834,27.833,11.671,27.605,-9999.000,-9999.000,-9999.000,84.000,-9999.000,0.000,17347.311,25.295
134,-34.481,12.363,-19.083,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,76.000,-9999.000,0.000,17295.022,41.303
135,-16.099,42.324,44.840,0.000,0.000,34.070,-9999.000,-9999.000,-9999.000,87.000,-9999.000,0.000,17359.874,46.546
136,2.070,12.803,-2.253,18.022,8.609,7.895,-9999.000,-9999.000,-9999.000,77.000,-9999.000,0.000,17326.066,19.365
137,34.068,-21.253,-9.739,32.695,22.995,0.000,-9999.000,-9999.000,-9999.000,42.000,-9999.000,0.000,17320.601,45.328
138,36.995,10.790,18.899,0.000,15.935,26.931,-9999.000,-9999.000,-9999.000,166.000,-9999.000,121.690,17357.286,38.205
139,-37.885,-8.108,31.122,0.000,0.000,36.561,-9999.000,-9999.000,-9999.000,59.000,-9999.000,0.000,17310.259,39.123
140,-48.939,8.667,-12.951,0.000,17.125,0.000,-9999.000,-9999.000,-9999.000,155.000,-9999.000,144.817,17288.097,51.325
141,45.811,13.374,-15.886,22.972,13.062,0.000,-9999.000,-9999.000,-9999.000,35.000,-9999.000,0.000,17343.830,27.822
142,11.261,33.841,4.940,34.945,34.794,16.251,-9999.000,-9999.000,-9999.000,137.000,-9999.000,34.187,17347.681,26.264
143,-41.941,41.656,5.753,0.000,29.316,0.000,-9999.000,-9999.000,-9999.000,41.000,-9999.000,0.000,17322.035,44.095
144,0.591,-16.183,-38.646,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,68.000,-9999.000,0.000,17287.484,41.902
145,28.035,2.545,36.494,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,21.000,-9999.000,0.000,17357.519,46.090
146,49.019,25.979,-1.424,22.704,13.634,0.000,-9999.000,-9999.000,-9999.000,124.000,-9999.000,0.000,17361.291,29.102
147,21.670,-18.142,-0.979,5.507,0.000,9.825,-9999.000,-9999.000,-9999.000,110.000,-9999.000,0.000,17320.271,26.591
148,-21.430,-37.782,21.513,11.998,0.000,0.000,-9999.000,-9999.000,-9999.000,12.000,-9999.000,0.000,17297.065,54.843
149,20.775,-42.998,13.659,0.000,4.435,0.000,-9999.000,-9999.000,-9999.000,32.000,-9999.000,0.000,17313.902,53.554
150,-11.977,21.249,19.825,0.000,16.536,21.371,-9999.000,-9999.000,-9999.000,141.000,-9999.000,150.842,17335.596,12.964
151,-22.954,28.059,-15.846,0.000,16.876,0.000,-9999.000,-9999.000,-9999.000,63.000,-9999.000,0.000,17312.619,30.051
152,-47.845,44.659,25.165,0.000,16.230,0.000,-9999.000,-9999.000,-9999.000,188.000,-9999.000,138.785,17331.603,61.079
153,26.717,15.065,-19.759,10.726,18.537,17.476,-9999.000,-9999.000,-9999.000,12.000,-9999.000,0.000,17331.525,40.672
154,-48.243,25.976,-2.453,0.000,1.914,0.000,-9999.000,-9999.000,-9999.000,11.000,-9999.000,0.000,17304.585,53.967
155,-31.540,-21.729,-49.143,0.000,8.669,0.000,-9999.000,-9999.000,-9999.000,15.000,-9999.000,0.000,17259.660,65.832
156,19.866,49.245,-22.159,0.000,15.859,0.000,-9999.000,-9999.000,-9999.000,22.000,-9999.000,0.000,17345.958,44.724
157,-49.640,23.275,44.025,0.000,2.960,21.889,-9999.000,-9999.000,-9999.000,54.000,-9999.000,141.272,17329.112,58.024
158,36.013,-28.666,-28.490,0.000,0.521,0.000,-9999.000,-9999.000,-9999.000,77.000,-9999.000,0.000,17306.649,54.410
159,33.257,-38.723,-31.907,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,156.000,-9999.000,0.000,17297.290,60.196
160,-28.766,35.435,-33.911,0.000,19.493,0.000,-9999.000,-9999.000,-9999.000,48.000,-9999.000,0.000,17303.134,47.239
161,5.231,8.456,-38.771,0.038,12.050,0.000,-9999.000,-9999.000,-9999.000,111.000,-9999.000,9.870,17304.334,39.282
162,36.638,42.035,20.331,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,27.000,-9999.000,0.000,17375.943,59.352
163,35.547,-15.014,-44.014,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,51.000,-9999.000,0.000,17305.313,58.534
164,46.456,-1.521,3.860,24.317,0.000,16.866,-9999.000,-9999.000,-9999.000,118.000,-9999.000,8.882,17346.988,25.722
165,44.745,-27.743,-12.661,19.600,0.000,9.159,-9999.000,-9999.000,-9999.000,21.000,-9999.000,0.000,17321.367,43.336
166,-15.494,28.453,44.970,18.574,15.297,12.783,-9999.000,-9999.000,-9999.000,77.000,-9999.000,0.000,17352.278,48.680
167,20.274,29.172,20.886,0.000,5.272,2.175,-9999.000,-9999.000,-9999.000,34.000,-9999.000,0.000,17359.384,36.501
168,16.329,44.452,-7.636,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,18.000,-9999.000,0.000,17349.498,47.968
169,-35.697,29.947,-7.461,0.000,6.328,20.738,-9999.000,-9999.000,-9999.000,36.000,-9999.000,0.000,17311.211,51.257
170,36.203,29.563,-31.748,0.000,24.176,0.000,-9999.000,-9999.000,-9999.000,99.000,-9999.000,0.000,17338.497,48.452
171,-40.611,-32.582,-5.486,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,13.000,-9999.000,0.000,17273.370,52.354
172,-38.591,-46.138,-28.402,15.824,0.000,0.000,-9999.000,-9999.000,-9999.000,35.000,-9999.000,0.000,17253.464,76.788
173,-36.245,48.479,39.634,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,13.000,-9999.000,0.000,17348.847,72.352
174,-44.273,-47.250,47.834,0.000,0.000,30.958,-9999.000,-9999.000,-9999.000,51.000,-9999.000,0.000,17293.721,66.914
175,0.811,-27.702,-46.750,13.772,0.000,0.000,-9999.000,-9999.000,-9999.000,15.000,-9999.000,0.000,17276.293,55.865
176,42.548,7.229,7.063,0.000,4.899,0.000,-9999.000,-9999.000,-9999.000,36.000,-9999.000,0.000,17351.617,43.193
177,-8.882,-10.439,36.875,0.000,0.000,32.894,-9999.000,-9999.000,-9999.000,108.000,-9999.000,66.388,17328.953,14.273
178,-22.177,17.677,-26.672,4.206,26.119,0.000,-9999.000,-9999.000,-9999.000,31.000,-9999.000,0.000,17300.813,38.454
179,-24.550,-49.829,-41.725,0.263,0.000,0.000,-29.105,-66.854,-37.289,142.000,88.753,22.183,18.174,69.567
180,26.047,-38.273,-1.506,17.168,0.000,2.291,-9999.000,-9999.000,-9999.000,21.000,-9999.000,0.000,17310.908,39.472
181,-15.008,49.995,24.760,0.000,0.627,0.000,-9999.000,-9999.000,-9999.000,31.000,-9999.000,0.000,17353.333,57.232
182,22.365,-3.105,34.078,0.000,0.000,37.796,-9999.000,-9999.000,-9999.000,99.000,-9999.000,22.902,17349.592,22.884
183,-45.019,9.077,17.563,0.448,0.000,0.000,-9999.000,-9999.000,-9999.000,75.000,-9999.000,0.000,17308.231,49.579
184,25.193,-49.222,47.038,5.931,0.000,31.694,-9999.000,-9999.000,-9999.000,27.000,-9999.000,0.000,17332.207,55.039
185,-25.563,-46.594,-15.133,0.000,1.922,0.000,-9999.000,-9999.000,-9999.000,29.000,-9999.000,0.000,17268.394,56.888
186,-17.844,-10.605,-3.058,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,126.000,-9999.000,0.000,17300.589,20.982
187,21.868,-40.823,13.501,14.496,0.000,0.000,-9999.000,-9999.000,-9999.000,18.000,-9999.000,0.000,17315.694,43.625
188,-44.544,18.398,-11.059,0.000,6.257,0.000,-9999.000,-9999.000,-9999.000,55.000,-9999.000,0.000,17297.353,47.475
189,7.292,-5.198,39.912,1.203,0.000,23.552,-9999.000,-9999.000,-9999.000,15.000,-9999.000,0.000,17343.059,18.214
190,22.191,-25.725,36.450,22.321,0.000,40.407,-9999.000,-9999.000,-9999.000,49.000,-9999.000,0.000,17337.841,26.028
191,-18.305,-28.907,9.195,0.000,0.288,15.423,-9999.000,-9999.000,-9999.000,161.000,-9999.000,76.285,17296.849,35.017
192,17.742,-19.349,47.357,0.000,0.000,38.941,-9999.000,-9999.000,-9999.000,127.000,-9999.000,57.008,17345.254,27.568
193,-40.258,-20.797,-0.947,0.000,10.488,0.000,-9999.000,-9999.000,-9999.000,20.000,-9999.000,0.000,17283.002,50.994
194,-26.724,39.984,27.297,3.761,9.440,0.000,-9999.000,-9999.000,-9999.000,17.000,-9999.000,0.000,17342.264,51.063
195,6.052,41.057,5.147,13.036,0.000,0.152,-9999.000,-9999.000,-9999.000,66.000,-9999.000,0.000,17348.970,41.945
196,-35.345,-43.259,43.595,0.000,0.000,5.418,-9999.000,-9999.000,-9999.000,11.000,-9999.000,0.000,17298.697,67.661
197,-15.763,-11.297,37.634,8.406,8.084,38.111,-9999.000,-9999.000,-9999.000,103.000,-9999.000,0.000,17324.932,30.984
198,-2.463,18.093,-8.669,0.000,25.447,0.000,-9999.000,-9999.000,-9999.000,184.000,-9999.000,142.182,17322.806,11.632
199,-25.833,32.601,25.962,0.000,25.762,30.751,-9999.000,-9999.000,-9999.000,79.000,-9999.000,106.522,17337.732,27.149
200,47.577,-2.889,40.449,0.000,0.000,0.000,-9999.000,-9999.000,-9999.000,87.000,-9999.000,0.000,17367.973,62.514
201,-31.178,11.209,38.352,0.000,0.000,21.153,-9999.000,-9999.000,-9999.000,226.000,-9999.000,145.658,17329.460,37.330
202,41.045,10.773,-2.119,0.000,0.913,0.000,36.640,19.513,1.260,152.000,89.921,9.143,10.354,42.266
